q1,q2,q3,q4,q5,q6,q7,q12,q13,q15,q18,q24
7,1,4,2,E,1.7,81.65,1,,1,2,2
4,1,2,2,B,1.52,58.97,1,,1,2,2
3,2,1,2,E,1.63,48.54,1,,1,2,2
4,2,2,2,E,1.78,104.33,1,,1,2,2
5,1,3,1,E,1.6,129.28,1,,1,1,2
4,1,2,2,E,1.75,58.97,1,,1,2,2
5,1,2,2,E,1.83,68.04,1,,1,2,2
4,2,2,2,C E,1.63,113.4,1,,1,1,2
4,1,2,2,E,1.68,61.24,1,,1,2,2
4,2,1,2,E,1.75,68.04,1,,1,2,2
5,1,2,2,E,1.68,61.24,1,,1,2,2
4,1,1,2,B,1.57,52.16,1,,1,2,1
6,,3,2,C,,,1,,8,2,1
6,2,3,2,E,1.85,108.86,1,,1,2,2
7,2,4,1,,1.83,77.11,1,,1,1,2
6,2,3,2,E,1.78,81.65,1,,1,2,1
5,1,3,1,,,,1,,1,2,2
7,2,4,1,E,1.8,72.58,1,,1,2,2
5,1,2,2,B,1.52,49.9,1,,1,2,1
4,2,2,1,E,1.65,66.68,1,,1,2,2
4,1,1,2,B,1.55,44.45,1,,1,2,2
5,2,2,1,,1.7,54.89,1,,3,1,2
4,2,1,2,E,1.6,64.86,1,,1,2,2
3,2,1,2,E,1.73,55.34,1,,1,2,2
7,2,4,2,E,1.83,83.92,1,,1,2,2
5,2,3,1,E,1.8,73.03,1,,1,1,2
7,2,4,2,,1.85,58.97,1,,1,2,2
4,2,2,2,B,1.68,59.42,1,,1,2,2
4,2,2,1,,1.78,90.72,1,,1,2,2
4,1,2,1,C,1.52,68.04,1,,1,2,2
3,1,1,2,E,1.57,63.5,1,,1,1,2
4,1,2,2,E,1.65,63.96,1,,1,2,2
3,1,1,1,,,,1,,1,2,2
4,1,2,2,B,1.47,38.56,1,,1,2,2
4,1,1,2,B,1.6,54.89,1,,2,2,1
3,1,1,2,E,1.7,56.7,1,,1,2,2
6,1,3,2,E,1.73,83.92,1,,1,2,1
5,2,3,1,,1.68,68.04,1,,1,2,2
6,2,3,2,E,1.8,86.18,1,,1,2,2
4,1,2,2,E,1.55,56.7,1,,1,2,2
6,2,3,1,,1.78,74.84,1,,1,2,2
4,2,2,1,,1.6,54.43,1,,1,1,2
5,2,3,2,E,,,1,,1,1,2
4,1,1,1,,1.68,68.04,1,,1,1,1
3,2,1,2,E,1.65,86.18,1,,1,1,1
3,1,1,2,A   E,1.75,72.58,1,,1,1,1
5,2,2,,E,1.78,74.84,1,,1,2,2
4,2,1,1,A   E,1.68,65.77,1,,1,2,2
7,1,4,2,C,1.55,77.11,1,,1,2,2
7,1,4,2,E,1.68,63.5,1,,1,2,2
5,1,2,1,E,1.65,72.58,1,,1,1,2
5,1,2,2,E,1.55,44.91,1,,1,2,1
3,2,1,2,E,1.78,68.04,1,,1,2,2
3,2,1,1,,,,1,,1,2,2
4,1,2,1,,1.5,58.97,1,,1,2,2
4,2,2,2,E,1.8,95.26,1,,1,2,2
3,1,1,2,E,1.57,54.43,1,,1,2,2
5,1,2,2,E,1.75,61.24,1,,1,2,2
3,2,1,1,,,,1,,1,2,1
7,1,4,1,E,1.5,71.22,1,,1,2,2
5,1,3,1,,1.52,45.36,1,,1,2,1
6,2,3,2,E,1.7,62.6,1,,1,2,2
7,1,4,1,,1.55,52.16,1,,1,2,2
4,1,2,2,C E,1.57,48.08,1,,4,2,1
5,2,2,2,E,1.85,72.58,1,,1,1,2
4,1,2,2,B,1.45,49.9,1,,2,2,2
6,2,4,2,E,1.8,68.04,1,,1,2,2
5,2,2,2,E,1.78,45.36,1,,1,2,2
3,2,1,2,E,1.7,54.43,1,,1,2,2
3,1,1,2,E,1.68,52.16,1,,1,2,2
5,2,2,2,A,1.57,53.07,1,,1,2,1
4,1,2,2,E,1.65,56.7,1,,1,2,2
5,1,2,2,E,,,1,,1,2,2
6,1,3,1,E,1.73,56.7,1,,1,1,2
4,1,2,1,A,,,1,,1,2,2
6,2,3,1,E,1.68,75.3,1,,1,2,1
4,2,1,1,,1.68,53.52,1,,1,1,2
4,1,1,2,E,,,1,,1,2,2
3,2,1,2,E,1.6,49.9,1,,1,2,2
4,1,1,2,A   E,,,1,,1,1,1
6,2,4,1,E,1.78,90.72,1,,1,2,2
6,2,3,1,,1.75,127.01,1,,1,2,2
4,2,2,1,ABCDE,1.85,86.18,1,,1,2,2
4,2,1,2,E,1.78,104.33,1,,1,2,2
6,2,4,2,A,1.83,77.11,1,,1,1,2
7,1,4,1,E,1.65,47.63,1,,1,2,2
5,1,3,1,E,1.52,68.04,1,,1,2,2
5,2,2,1,,1.73,54.43,1,,1,2,2
6,1,3,2,E,1.73,66.23,1,,1,2,1
6,1,4,2,E,1.65,49.9,1,,1,2,2
5,1,3,1,E,1.65,57.61,1,,1,2,2
2,1,1,2,E,1.57,45.36,1,,1,2,2
6,1,3,2,B,1.6,54.43,1,,1,2,2
4,1,1,1,,,,1,,1,2,2
4,,1,2,B,,,1,,1,2,2
6,,4,2,E,,,1,,1,2,1
3,1,1,2,E,,,1,,1,2,2
5,1,2,1,E,1.63,61.24,1,,1,2,2
6,1,3,2,,1.6,54.43,1,,1,2,2
3,2,1,2,,,,1,,1,2,2
4,2,1,2,,1.8,77.11,1,,1,2,2
5,2,3,2,B,1.7,58.97,1,,1,2,2
5,1,2,2,B,1.5,36.29,1,,1,2,2
6,1,4,2,B,1.47,48.99,1,,3,2,2
4,2,2,2,E,1.88,66.23,1,,4,1,1
3,2,1,1,,1.7,81.65,1,,1,2,2
4,1,1,2,E,1.55,53.52,1,,2,2,2
5,2,3,1,C,1.73,64.86,1,,1,1,2
3,2,1,1,,1.68,104.33,1,,1,1,2
7,2,4,2,E,1.83,71.22,1,,1,1,2
5,2,2,1,,1.7,68.04,1,,1,2,2
5,2,2,2,E,,,1,,1,2,2
6,2,3,2,E,1.75,90.72,1,,,2,
4,,2,2,E,,,1,,1,2,1
6,1,4,2,C,1.57,47.63,1,,1,2,2
5,1,3,2,E,1.65,61.24,1,,1,2,2
5,2,2,1,A C E,1.75,101.15,1,,1,2,2
3,2,1,,E,,,1,,1,2,2
4,2,1,2,A C,1.7,54.43,1,,1,2,2
4,1,2,1,,1.5,51.26,1,,1,2,2
4,2,1,1,E,1.6,60.78,1,,1,2,2
3,1,1,2,E,,,1,,1,2,2
5,1,2,1,,,,1,,1,2,2
7,,1,1,B,,,5,,1,1,1
4,1,2,2,E,1.75,63.5,1,,1,1,1
5,1,3,2,B,1.57,53.07,1,,1,1,2
3,1,1,2,A,1.65,54.43,1,,3,1,2
6,1,3,2,E,1.52,54.43,1,,1,2,2
4,1,2,1,,1.45,41.73,1,,1,2,2
6,2,4,2,E,1.75,56.7,1,,1,1,1
5,2,3,1,,1.75,76.2,1,,1,2,2
3,1,1,2,A C,1.55,48.54,1,,1,2,1
4,1,2,1,E,,,1,,1,2,2
5,1,2,2,B,1.65,53.98,1,,1,2,2
7,1,4,2,E,1.55,49.9,1,,1,2,2
6,1,4,1,,1.63,98.43,1,,1,2,2
3,2,1,2,E,1.57,49.44,1,,1,2,2
4,1,2,2,B  E,1.5,53.52,1,,1,2,2
4,1,2,2,E,,,1,,1,2,2
3,2,1,1,E,1.75,58.97,1,,1,2,2
4,1,1,1,,1.63,49.44,1,,1,2,2
5,1,2,2,C,,,1,,1,1,2
4,1,1,1,E,1.65,58.97,1,,1,2,2
5,1,2,2,C E,1.57,77.11,1,,1,2,2
3,1,1,2,E,1.6,42.18,1,,1,2,2
4,2,1,2,E,1.65,54.43,5,,1,1,1
6,1,3,1,,1.73,81.65,1,,1,2,2
4,1,1,2,A,1.57,47.17,1,,4,1,2
3,2,1,2,B,1.65,51.26,1,,1,2,2
6,2,4,2,C,1.88,70.31,1,,1,2,2
4,2,1,2,E,1.75,70.31,1,,1,1,2
5,1,3,1,,1.65,69.4,1,,1,2,2
3,1,1,2,E,1.7,63.5,1,,1,2,2
6,1,3,2,E,1.75,72.58,1,,1,2,2
4,1,2,2,E,1.55,52.62,1,,1,2,2
4,2,2,2,E,1.78,72.58,1,,1,2,2
7,1,4,2,B,1.52,53.52,1,,1,2,2
6,1,4,2,E,1.68,67.13,1,,1,1,2
6,1,4,1,,1.6,58.06,1,,1,2,2
6,1,4,2,E,1.6,104.33,1,,1,2,2
5,2,3,1,,1.63,54.43,1,,1,1,2
4,2,1,1,E,1.6,54.89,1,,1,2,1
5,2,2,1,E,,,1,,1,2,2
4,2,1,2,E,1.78,95.26,1,,1,2,2
6,2,4,2,E,1.83,64.86,1,,1,2,2
3,2,1,1,,,,1,,1,1,2
4,1,1,1,E,1.65,88.91,1,,1,2,2
5,1,3,1,,1.65,77.11,1,,1,2,2
4,1,2,2,E,1.65,63.5,1,,1,2,2
7,1,4,2,C,1.68,54.43,1,,1,2,2
4,1,2,2,E,,,1,,1,2,2
6,1,4,2,E,1.68,55.34,1,,1,2,2
5,2,2,2,E,1.75,66.68,1,,1,1,2
4,1,2,2,E,1.7,88.91,1,,1,2,2
5,2,3,2,E,1.78,68.04,1,,1,2,2
7,2,4,1,A C E,1.63,56.7,1,,1,2,1
4,1,1,1,E,1.57,52.16,1,,1,1,2
5,1,3,2,B,1.57,55.79,1,,1,2,2
4,2,2,1,,1.73,62.6,1,,1,1,2
3,1,1,2,C,1.7,56.7,1,,1,2,2
5,1,2,2,B,1.65,62.14,1,,2,2,2
5,1,3,2,B,1.63,93.44,1,,1,2,2
5,1,3,1,E,,,1,,1,2,2
5,1,3,2,A   E,1.7,81.65,1,,1,2,2
4,2,2,1,,1.73,60.78,1,,1,1,2
4,2,1,2,C,1.73,58.51,1,,1,1,2
5,1,2,2,E,1.6,47.17,1,,1,2,2
6,2,4,2,E,1.6,47.63,1,,1,2,1
6,1,3,1,,,,1,,1,1,2
6,1,3,2,E,1.8,74.84,1,,1,2,2
4,1,1,2,E,1.55,54.43,1,,1,2,2
4,,1,1,,,,1,,1,2,2
4,2,1,2,E,1.73,61.24,1,,1,2,2
6,2,3,2,E,,,5,,1,2,1
5,1,3,1,E,1.5,52.16,1,,1,1,2
3,1,1,1,E,1.57,52.62,1,,1,2,2
5,2,2,2,E,1.78,65.77,1,,1,2,2
4,2,1,2,C,1.73,68.04,1,,1,2,2
5,2,2,2,A C E,1.68,40.82,1,,1,2,2
4,,1,2,E,,,1,,1,2,2
4,2,2,2,E,1.8,83.92,1,,1,2,2
6,1,3,2,E,1.65,63.5,1,,1,2,2
4,2,1,2,E,1.83,62.6,1,,1,2,2
4,2,2,1,,,,1,,1,2,2
4,1,1,1,,1.55,57.61,1,,1,2,2
5,1,2,2,E,1.6,50.8,1,,1,2,2
3,2,1,2,C,1.8,58.97,1,,1,2,2
6,1,3,2,E,1.7,62.14,1,,1,2,2
4,2,2,2,E,,,1,,1,2,2
4,1,2,2,B,,,1,,1,2,2
5,1,2,2,E,1.55,62.14,1,,1,1,2
4,1,2,2,E,1.63,45.36,1,,3,2,2
4,1,2,2,DE,1.7,45.36,1,,1,2,2
4,1,2,1,,1.63,56.7,1,,1,2,1
4,1,1,2,E,1.6,53.07,1,,1,2,1
3,1,1,1,,1.63,63.5,1,,1,2,2
5,2,2,1,E,1.6,63.5,1,,1,2,2
3,1,1,1,E,1.63,68.04,1,,1,1,1
6,1,4,1,,1.55,72.58,1,,1,2,2
5,1,2,1,,1.63,104.33,1,,1,2,1
3,2,1,1,E,,,1,,1,2,2
4,2,2,2,E,1.8,95.26,1,,1,2,1
3,2,1,2,E,1.83,92.99,1,,1,2,2
3,2,1,2,E,1.65,68.04,1,,1,2,1
6,1,4,1,E,1.63,62.14,1,,1,1,2
6,2,3,2,B,1.68,57.15,1,,1,2,2
6,2,4,2,E,1.75,64.86,1,,1,2,2
5,2,2,2,E,1.75,69.85,1,,1,2,2
5,2,3,1,,1.7,56.7,2,,1,1,2
4,1,2,2,B,,,1,,1,2,2
6,2,3,1,,1.78,90.72,1,,1,2,2
4,1,1,2,E,1.73,81.65,1,,1,2,2
3,2,1,2,E,1.93,131.54,1,,1,1,1
6,2,3,1,,1.78,72.58,1,,1,2,2
6,2,3,2,C,,,1,,1,1,1
6,1,3,1,,1.7,71.22,1,,1,2,2
6,2,4,2,E,1.63,61.24,1,,1,2,2
4,2,2,2,B,1.63,53.52,1,,1,2,2
5,1,2,2,E,1.55,72.58,1,,1,1,2
5,,2,2,B,,,1,,1,2,2
5,2,3,1,E,1.9,104.33,1,,1,2,2
5,1,3,1,,,,1,,1,2,2
3,1,1,1,E,1.65,50.35,1,,1,2,2
6,1,4,2,E,1.7,58.97,1,,1,2,2
6,2,3,1,,1.73,79.38,1,,1,2,2
6,2,3,2,C,1.73,72.58,1,,1,2,2
6,2,3,1,,,,1,,1,2,2
6,1,3,2,E,1.63,54.43,1,,2,2,1
7,2,4,2,B  E,1.73,94.8,1,,1,2,2
5,1,2,1,E,1.6,53.52,1,,1,2,2
4,2,2,1,,1.83,98.88,1,,1,2,2
4,1,1,2,E,1.5,58.97,1,,1,2,1
3,1,1,2,E,1.65,68.04,1,,1,2,2
3,1,1,2,B,1.5,38.1,1,,2,2,1
3,1,1,2,E,1.63,58.97,1,,1,2,2
4,1,2,2,B,1.4,58.97,1,,1,2,2
5,2,2,1,,1.8,75.3,1,,1,2,2
5,1,2,1,,,,1,,1,2,2
5,2,3,2,E,1.78,71.67,1,,1,2,2
3,1,1,1,,,,1,,1,2,2
4,2,1,2,C,,,2,,1,2,2
6,2,3,1,,1.8,90.72,1,,1,2,2
4,1,2,2,E,1.68,84.82,1,,1,2,1
3,2,1,1,,1.7,64.41,1,,1,2,2
6,1,3,2,E,1.65,54.43,1,,1,2,2
3,1,1,2,B,1.47,53.07,1,,1,2,2
3,2,1,1,,1.65,56.7,1,,1,2,2
5,1,3,1,,1.57,72.58,1,,1,2,1
5,2,2,1,A,1.75,90.72,1,,1,2,2
3,1,1,2,C,1.6,52.62,1,,1,2,2
5,2,2,1,,1.85,86.18,1,,1,2,2
4,1,1,1,,1.52,43.55,1,,1,1,2
6,2,4,1,,1.75,158.76,1,,1,2,1
4,1,2,1,E,1.65,50.35,1,,1,2,2
3,2,1,1,,1.78,64.86,1,,1,1,2
6,1,3,1,,1.55,68.04,1,,1,2,2
4,2,2,1,E,1.78,56.7,1,,1,2,2
6,2,3,1,,1.88,90.27,1,,1,2,2
4,1,1,1,,,,1,,1,2,2
3,2,1,2,E,1.85,77.11,1,,1,2,2
7,2,4,1,E,1.75,72.58,1,,1,2,2
4,1,1,2,E,1.68,54.43,1,,1,2,2
4,1,2,1,,1.47,49.9,1,,1,1,2
4,2,1,1,E,1.6,80.74,1,,1,2,2
3,2,1,2,E,1.73,68.04,1,,1,2,2
3,1,1,2,,,,1,,1,2,2
3,2,1,2,E,1.63,52.16,1,,1,2,2
4,1,1,2,A,1.63,68.95,1,,1,2,2
4,1,2,1,E,1.68,63.5,1,,1,2,2
6,2,3,1,,1.6,71.67,1,,1,2,2
6,2,3,1,,1.52,54.43,1,,1,2,2
4,1,1,2,E,1.68,63.5,1,,1,2,2
5,1,2,1,,,,1,,1,2,2
7,1,4,2,E,1.7,63.5,1,,1,2,2
7,1,4,2,E,1.5,48.99,1,,1,2,2
7,1,4,2,E,1.7,51.71,1,,1,2,2
5,2,3,2,C,1.78,131.09,1,,1,2,2
4,2,1,2,E,1.63,45.36,1,,1,2,2
4,2,1,1,E,1.83,83.92,1,,1,2,2
5,2,2,1,A   E,1.85,76.2,1,,1,2,2
5,2,2,2,E,1.8,81.65,1,,1,2,2
4,2,2,2,E,1.7,63.5,1,,1,2,2
4,1,1,2,E,1.57,53.52,1,,1,1,1
5,1,2,2,C E,1.75,59.88,1,,1,2,2
5,2,3,2,E,1.83,77.11,5,,1,2,2
6,1,4,2,E,1.75,113.4,1,,1,2,1
5,1,3,,,,,1,,1,1,2
3,1,1,2,E,1.6,50.8,1,,1,2,2
5,1,3,1,,1.63,68.04,1,,1,2,2
7,1,4,2,E,1.6,72.58,1,,1,2,2
5,2,2,1,,1.73,61.24,1,,1,2,2
4,2,2,2,E,,,1,,3,1,1
5,1,2,1,,1.52,58.06,1,,1,1,2
4,2,1,1,,1.78,74.39,1,,1,2,2
6,1,1,1,B,1.45,83.01,1,,1,2,2
4,2,2,2,E,1.78,70.31,1,,1,2,2
5,2,3,2,E,1.73,58.97,1,,1,2,1
7,1,4,2,E,1.57,46.27,1,,1,2,2
3,2,1,2,E,1.65,58.06,1,,1,2,2
5,1,3,1,,1.63,75.3,1,,1,2,2
7,2,4,2,E,1.7,72.58,1,,1,2,2
6,2,3,2,E,1.85,61.24,1,,1,2,2
4,1,2,2,,1.65,54.43,1,,1,1,1
4,2,1,1,,1.83,77.11,1,,4,1,2
5,1,3,2,E,1.68,81.65,1,,1,1,1
5,2,3,2,E,1.68,68.04,1,,1,2,2
5,2,2,2,A,,,1,,1,2,2
5,2,3,2,C E,1.7,52.16,1,,1,2,2
4,1,1,2,C,1.52,38.1,1,,1,2,2
4,2,1,2,C,1.78,113.4,1,,1,2,2
5,1,2,2,B,1.5,64.41,1,,1,2,2
4,2,1,1,,,,1,,1,2,2
4,1,2,1,ABCDE,1.63,54.43,1,,1,1,2
4,1,1,2,B,1.57,69.4,1,,4,2,2
6,1,3,1,,,,1,,1,2,2
7,2,4,2,C E,1.93,85.28,1,,1,2,1
4,2,1,2,E,1.7,63.5,1,,1,2,2
4,1,1,1,,1.6,74.84,1,,1,2,2
4,2,1,2,C,1.8,96.16,1,,1,2,2
4,2,1,1,,,,1,,1,2,1
6,2,3,1,,,,1,,1,2,2
3,2,1,1,E,1.85,90.72,1,,1,1,1
5,1,2,1,E,,,1,,1,2,2
6,2,4,1,A,1.75,92.99,1,,1,2,2
3,1,1,1,,,,1,,1,2,2
4,2,2,2,E,,,1,,1,2,2
4,2,2,1,,1.68,67.59,1,,1,2,2
4,2,1,2,E,1.68,52.16,1,,1,1,1
4,2,1,1,,1.7,77.11,1,,1,2,2
4,2,2,2,E,1.68,56.7,1,,1,2,2
5,1,3,2,E,1.6,58.97,1,,1,2,2
4,1,1,2,E,1.63,52.16,1,,1,2,1
3,1,1,1,,1.57,70.76,1,,1,2,2
5,2,3,1,,,,1,,1,2,2
4,2,1,2,E,1.83,102.06,1,,1,2,2
5,1,3,1,,1.52,52.16,1,,1,2,2
6,1,3,2,B,1.55,64.41,1,,1,2,2
5,1,2,1,,1.63,79.38,1,,1,2,2
5,1,2,2,B,1.5,49.9,1,,1,2,2
4,2,1,1,,1.65,70.31,1,,1,1,2
4,1,2,2,E,1.55,52.62,1,,1,2,2
5,2,2,1,,1.73,69.85,1,,1,2,2
5,1,3,2,C,1.65,97.07,1,,1,2,1
3,2,1,2,E,1.83,61.24,1,,1,2,2
4,1,1,2,E,1.57,60.33,1,,1,2,2
5,1,3,2,E,1.6,56.25,1,,3,2,2
4,2,2,1,,1.65,40.82,1,,1,2,2
3,2,1,1,,1.57,53.98,1,,1,2,2
6,1,3,2,C,1.68,83.01,1,,1,2,2
4,2,1,2,E,1.85,72.58,1,,1,2,2
3,2,1,2,C E,1.45,90.27,1,,1,2,2
5,1,3,2,E,1.65,81.65,1,,2,2,2
3,2,1,2,E,1.73,87.54,1,,1,2,2
7,2,4,2,,1.8,71.67,1,,1,2,2
5,1,2,1,E,1.52,54.43,1,,1,2,1
5,2,2,2,D,1.6,51.26,1,,1,2,2
3,1,1,2,E,,,1,,1,2,2
5,1,3,2,E,1.57,47.63,1,,1,2,2
3,1,1,2,E,1.73,56.7,1,,1,2,2
6,1,3,1,,1.5,49.9,1,,1,2,2
6,1,3,2,E,1.85,58.97,1,,2,2,1
6,1,3,1,,1.68,65.77,1,,1,1,2
4,2,1,2,B,,,1,,1,2,2
5,2,2,1,,1.7,63.5,1,,1,2,2
5,2,2,1,,,,1,,1,2,2
4,1,1,1,E,1.55,62.6,1,,1,2,2
6,2,3,2,E,1.65,54.43,1,,1,2,2
4,1,2,2,E,1.68,58.97,1,,1,2,2
4,,2,2,E,,,1,,1,1,1
3,2,1,1,,1.7,56.7,1,,1,2,2
3,1,1,1,,1.57,65.77,1,,1,2,2
4,1,2,2,E,1.52,43.09,1,,1,2,1
6,2,3,2,B  E,,,1,,3,2,1
4,2,1,2,E,1.88,89.36,1,,1,2,1
5,2,2,1,E,,,1,,1,2,2
5,1,2,2,E,1.7,52.16,1,,1,2,2
6,1,3,2,A C E,1.75,109.77,1,,1,1,2
3,2,1,2,E,1.7,64.86,1,,1,2,2
4,1,2,1,,,,1,,1,2,2
4,1,2,2,E,1.57,61.24,1,,1,2,2
6,2,3,2,E,1.75,68.04,1,,1,2,2
3,1,1,2,A   E,1.7,58.97,1,,1,2,2
5,1,3,2,E,1.6,56.7,1,,1,2,2
3,1,1,2,E,1.52,61.24,1,,1,2,2
4,2,1,2,B,1.78,88.45,1,,1,2,2
7,1,4,2,C E,1.7,74.84,1,,1,2,2
3,1,1,1,C,,,1,,1,1,2
7,1,4,1,E,1.68,99.79,1,,1,2,2
4,1,2,2,A,1.65,48.99,1,,3,1,2
6,1,3,1,,1.63,90.72,1,,1,2,2
4,1,1,1,,1.68,72.58,1,,1,1,2
5,1,2,2,C E,,,1,,1,1,1
4,2,2,2,E,1.68,54.43,1,,1,2,2
4,2,1,1,,1.73,142.88,1,,1,1,2
4,1,1,2,E,1.73,65.77,1,,1,1,2
5,2,3,2,E,1.78,72.58,1,,1,2,2
4,1,1,1,,,,1,,4,1,2
5,1,3,1,E,1.6,52.16,1,,1,2,2
4,2,1,2,A   E,1.73,56.7,1,,4,1,2
5,2,2,1,A,1.83,90.72,1,,1,2,2
4,1,1,2,E,1.6,49.9,1,,2,2,2
4,2,1,2,E,1.73,90.72,1,,1,2,2
5,1,3,1,,,,1,,1,2,2
7,2,4,1,,1.7,93.44,1,,1,2,2
6,2,3,1,,1.6,88.45,1,,1,2,2
6,1,3,2,C,1.65,51.26,1,,1,2,2
5,1,3,1,,1.6,73.94,1,,1,2,2
4,2,2,2,E,1.75,83.01,1,,1,1,2
4,1,2,2,E,,,1,,1,2,2
4,2,2,2,A C,1.83,77.11,1,,1,1,2
7,1,4,1,E,1.57,49.9,1,,1,2,2
5,2,2,1,,,,1,,1,1,2
4,1,1,1,,,,1,,1,2,2
4,2,2,1,E,1.68,62.6,1,,1,2,2
7,1,5,1,ABCDE,,,1,,6,1,1
4,2,1,2,,1.68,64.41,1,,1,2,2
3,1,1,1,,1.6,52.16,1,,1,2,2
6,1,3,2,E,,,1,,1,2,2
3,1,1,2,E,1.68,52.16,1,,1,2,2
4,1,1,2,E,1.73,61.24,1,,1,1,2
5,2,2,2,E,1.8,58.97,3,,1,2,2
4,1,2,1,,1.7,74.84,1,,1,2,2
5,2,3,1,E,1.85,129.28,1,,1,2,2
3,1,1,2,E,1.7,81.65,1,,1,1,1
3,2,1,2,E,1.63,63.5,1,,1,2,2
7,2,4,2,E,1.8,95.26,1,,1,2,2
3,1,1,2,AB D,1.73,54.43,1,,1,1,1
4,1,2,2,E,,,1,,1,2,1
4,2,1,1,,1.73,63.5,1,,2,,2
3,,1,1,,,,1,,1,2,2
6,2,3,1,,1.6,54.43,1,,1,2,2
3,1,1,2,E,,,1,,1,2,1
6,1,3,1,,1.52,64.41,1,,1,2,2
5,2,2,2,E,1.75,64.41,1,,1,2,1
6,2,3,1,,,,1,,1,2,2
4,2,2,1,,1.7,57.61,1,,1,2,2
6,2,3,2,E,,,1,,2,2,1
4,2,1,2,E,1.57,41.73,1,,1,2,2
4,2,1,1,,1.63,77.11,1,,1,2,2
6,1,3,2,B,1.63,99.79,1,,1,2,2
7,1,4,1,E,,,1,,1,2,2
7,2,4,2,E,,,2,,1,2,2
3,1,1,2,B,1.65,63.05,1,,1,2,2
5,2,3,1,,1.75,65.77,1,,1,1,2
4,1,1,2,E,1.68,54.43,1,,1,2,1
3,1,1,2,E,1.7,61.69,1,,1,2,2
3,2,1,2,E,1.78,95.26,1,,1,2,2
6,1,4,1,,1.5,58.97,1,,1,2,2
4,1,2,2,E,1.6,41.73,1,,1,2,2
3,2,1,2,E,,,1,,1,2,2
3,1,1,2,E,1.73,72.58,1,,1,2,2
3,1,1,1,E,1.55,56.7,1,,1,2,2
5,1,2,1,,1.6,48.99,1,,1,2,2
5,2,2,2,E,1.83,74.84,1,,1,2,2
5,2,2,1,,1.73,58.97,1,,1,2,2
3,1,1,1,,,,1,,1,2,2
5,2,2,1,,1.73,70.31,1,,1,2,2
4,1,2,2,B,1.5,46.72,1,,1,1,1
6,1,4,2,E,1.63,80.74,1,,1,2,2
4,1,2,2,E,1.78,59.88,1,,3,2,2
6,1,3,2,E,1.73,63.5,1,,1,2,2
5,2,2,2,C E,1.83,62.6,1,,1,1,2
3,2,1,2,C E,1.78,92.08,1,,1,2,2
5,2,3,1,,1.7,108.86,1,,1,2,2
3,1,1,1,,1.63,51.71,1,,1,2,2
3,2,1,1,E,1.65,61.24,1,,1,2,2
7,1,4,2,E,1.63,63.5,1,,1,2,2
3,1,1,2,E,1.7,81.65,1,,1,2,2
5,1,2,2,E,1.57,51.26,1,,1,2,2
6,2,4,1,,1.78,65.77,1,,1,1,2
3,1,1,2,E,1.6,52.16,1,,1,2,2
6,2,3,2,E,,,1,,1,2,2
6,2,3,2,E,1.8,58.97,1,,1,2,2
4,1,1,2,B,1.55,88,1,,1,2,2
5,2,3,1,,1.7,67.13,1,,1,2,2
3,1,1,1,E,1.55,48.99,1,,1,2,2
4,2,1,2,A   E,1.65,40.82,1,,1,2,2
5,1,3,1,,1.55,54.43,1,,1,1,1
4,1,2,1,E,1.5,68.04,1,,1,1,2
6,2,3,2,B,1.68,54.89,1,,1,2,2
5,2,3,2,C,1.78,100.7,2,,1,1,2
7,1,3,2,B,1.5,43.09,1,,1,2,2
6,2,4,1,E,,,1,,1,2,2
5,2,2,2,B,1.63,68.04,2,,1,2,2
5,2,3,1,E,1.78,74.84,1,,1,2,2
6,2,3,2,ABCDE,1.78,72.58,1,,8,1,1
4,2,1,2,E,,,1,,1,2,1
4,1,1,2,,1.63,58.97,1,,1,,2
3,2,1,2,E,1.65,52.16,1,,1,2,2
6,1,3,2,C E,1.68,61.24,1,,1,2,2
4,1,1,1,,,,1,,1,2,2
4,2,2,2,E,1.83,75.75,1,,1,2,2
3,1,1,2,E,1.55,48.08,1,,1,2,2
3,1,1,1,,1.6,91.63,1,,1,1,2
3,2,1,1,C,1.7,56.7,1,,1,1,2
4,2,2,2,A C E,1.65,61.24,1,,1,1,2
5,1,3,2,C,1.52,50.8,1,,1,1,2
6,1,3,2,C,,,1,,1,2,2
5,,2,1,,,,1,,1,2,2
4,2,2,1,,1.73,70.31,1,,1,2,2
4,1,1,2,E,,,1,,2,2,1
3,2,1,2,E,,,1,,1,2,2
4,1,2,1,E,,,1,,1,2,2
6,1,3,2,E,1.7,56.7,1,,3,2,2
4,2,2,1,,,,1,,1,2,2
3,1,1,2,E,,,1,,1,1,1
3,2,1,1,,,,1,,1,2,2
7,1,4,2,E,1.65,53.52,1,,1,2,2
5,2,2,2,A   E,1.78,90.72,1,,4,2,1
4,2,1,2,B,1.63,45.36,1,,2,2,2
5,2,3,1,,1.85,61.24,1,,1,2,2
4,2,1,2,C,1.7,54.43,1,,1,1,2
4,2,1,2,C,,,1,,1,2,2
2,2,1,2,B,1.5,54.43,1,,1,2,2
4,1,1,2,E,1.65,48.54,1,,3,2,1
4,2,1,1,,1.65,57.61,1,,3,1,2
4,2,1,1,E,1.78,63.5,1,,1,2,2
6,1,2,2,B,1.5,72.58,1,,1,2,2
4,2,1,1,,1.73,86.18,1,,4,1,2
7,2,4,1,A,,,1,,4,2,2
3,1,1,2,E,1.63,63.5,1,,1,2,2
5,1,2,1,,1.63,54.43,1,,2,2,2
