q1,q2,q3,q6,q7,q66,q80,q84
5,2,2,,,3,2,2
5,1,3,1.63,49.9,3,4,2
5,1,3,1.65,43.09,1,8,4
3,2,1,1.73,65.77,3,8,1
4,1,2,1.63,52.16,2,8,
6,2,3,1.78,127.01,4,6,4
5,2,3,1.7,58.97,2,8,4
4,2,2,1.65,58.97,3,6,1
5,2,3,1.9,117.94,4,8,1
5,2,2,1.8,65.77,3,8,4
5,1,3,1.7,63.5,4,8,4
5,1,3,1.65,65.77,3,6,2
4,1,1,1.63,68.95,3,8,4
4,2,2,1.8,90.72,4,7,2
6,2,3,1.83,113.4,5,6,2
5,2,3,1.78,63.5,3,6,1
4,1,2,,,3,2,1
5,1,3,1.6,79.83,4,6,4
3,1,1,1.68,58.97,3,8,2
5,2,3,1.78,78.93,4,6,2
5,2,3,1.98,90.72,,,
4,2,2,1.8,90.72,4,6,5
5,1,3,1.6,51.26,3,6,3
4,1,1,1.63,47.63,3,6,1
4,1,2,1.7,81.65,4,6,4
5,1,3,1.73,59.42,3,8,3
5,1,3,1.68,49.44,2,6,4
5,2,2,1.68,56.7,3,6,1
5,1,3,1.63,65.77,3,8,3
5,1,2,1.68,54.43,3,8,4
5,1,3,1.65,72.58,4,4,2
4,2,1,1.68,58.97,2,8,1
5,1,2,,,5,8,4
5,2,3,,,3,8,1
5,1,3,1.68,70.31,4,6,5
4,1,2,1.63,68.04,3,6,2
6,1,4,,,3,8,3
5,2,3,1.8,74.84,4,8,4
5,1,3,1.63,63.5,4,5,3
4,2,2,1.88,106.6,3,1,2
6,2,3,1.83,90.72,4,1,1
6,1,3,1.68,57.61,3,8,2
4,1,2,1.75,72.58,4,8,2
5,2,3,1.75,83.01,4,8,3
6,1,3,1.5,90.27,3,5,1
4,1,2,1.6,84.37,4,8,5
5,1,3,1.73,53.07,3,8,2
4,1,1,1.63,52.16,3,8,3
4,2,2,1.8,91.17,4,8,2
5,2,3,1.83,63.5,2,,3
6,2,3,1.78,78.02,4,6,2
4,2,2,1.68,99.79,4,8,1
5,1,3,1.6,49.9,2,8,3
4,1,1,1.5,43.09,,,
6,2,3,1.75,73.94,3,1,1
5,1,3,1.57,48.08,2,6,3
5,2,2,1.73,73.03,4,6,2
5,2,3,1.88,72.58,3,4,1
5,1,2,1.55,54.89,5,8,5
6,2,5,1.5,90.72,3,8,1
5,1,3,1.52,74.84,3,7,4
4,2,1,1.73,61.24,3,8,4
5,2,2,1.78,63.5,2,8,3
5,1,3,1.52,90.72,5,6,5
4,2,2,1.63,52.16,3,5,
6,2,3,1.75,90.72,4,7,2
4,1,,1.55,45.81,2,8,2
5,1,2,1.6,51.71,3,8,3
5,1,3,1.57,47.63,2,6,3
4,1,2,1.63,81.65,5,6,3
6,2,3,1.88,72.58,3,1,2
4,1,1,1.47,54.43,5,6,4
4,2,2,1.75,54.43,3,6,2
6,2,3,1.85,77.11,3,8,2
5,2,2,1.88,102.06,4,6,4
5,1,3,1.68,65.32,3,6,3
4,1,1,1.63,61.24,4,8,3
4,1,2,,,4,5,4
4,1,2,1.65,58.97,3,6,2
5,1,3,1.63,56.7,3,6,4
4,2,2,1.6,55.34,2,8,1
5,2,3,1.73,70.31,3,8,3
7,1,5,,,5,4,3
4,2,2,1.9,97.52,4,6,1
4,2,2,1.73,61.69,3,6,2
5,2,3,1.93,83.92,,,
6,1,3,,,3,7,3
4,2,2,1.7,104.33,4,7,2
6,2,3,1.83,77.11,3,8,1
6,1,4,1.63,63.5,3,6,3
7,2,4,,,,8,
7,1,4,1.6,55.79,3,8,3
6,1,4,1.57,54.43,5,6,3
7,1,4,1.63,102.06,4,6,3
6,2,4,,,2,1,4
6,2,4,1.75,68.04,3,6,3
7,2,4,1.78,77.11,4,8,3
6,1,4,1.6,58.97,4,8,2
7,2,4,1.78,62.14,2,8,4
6,1,4,1.63,70.76,4,7,4
7,2,4,1.88,81.65,2,7,2
6,2,4,1.65,72.58,4,6,4
6,1,4,,,5,,2
7,2,4,1.73,92.99,4,6,1
7,2,4,1.85,97.52,4,8,2
7,1,4,1.65,68.04,3,6,3
7,2,4,1.88,83.92,3,6,5
5,1,4,1.57,49.44,2,8,5
6,2,4,1.8,88.45,3,8,2
6,2,4,1.73,77.11,4,6,2
6,2,4,1.88,75.75,3,5,2
7,1,4,1.63,63.5,3,6,4
6,1,4,1.63,74.84,3,7,3
7,2,4,1.85,86.18,3,8,3
7,2,4,1.8,97.52,3,6,3
7,2,4,1.83,85.28,4,6,3
6,2,4,1.83,115.67,4,6,2
6,1,4,1.63,63.5,4,6,5
6,1,4,1.65,58.97,3,6,3
6,1,4,1.6,48.54,3,5,3
6,2,4,1.6,65.77,4,6,2
7,2,4,1.75,62.6,3,6,3
6,1,4,1.68,61.24,5,6,2
6,1,4,1.55,69.85,5,8,2
6,2,4,1.83,88.45,4,7,4
6,1,4,1.7,63.5,4,8,3
5,1,,,,,,5
6,1,4,,,3,,3
7,2,4,,,2,,
3,2,1,,,2,,1
4,1,1,,,3,,3
4,1,1,,,3,1,
7,1,4,,,5,,3
4,2,1,,,3,,
6,1,,,,2,,1
7,2,4,,,2,,3
6,1,,,,3,,
7,2,,,,1,,3
7,1,4,,,3,,3
3,2,1,,,1,,
4,1,1,,,3,4,
6,2,4,,,3,,
5,2,,,,3,,5
5,1,,,,4,,3
6,1,4,,,3,,3
4,1,2,,,3,1,3
4,2,1,,,4,,1
7,1,4,,,3,,
5,1,,,,3,,3
5,2,,,,4,,
6,1,4,,,3,,3
3,2,1,,,4,,
4,1,1,,,4,,
7,2,4,,,3,,1
5,1,,,,3,,3
5,2,,,,3,,5
7,1,4,,,5,1,3
5,2,,,,3,,3
4,2,1,,,3,,1
7,2,4,,,2,,3
5,2,,,,2,,
5,2,,,,3,,
7,1,4,,,1,,3
4,2,1,,,2,,5
4,1,1,,,4,,3
7,1,4,,,3,,
5,1,,,,3,,3
5,1,,,,2,,5
7,2,4,,,3,,1
4,1,1,,,4,,
4,1,1,,,4,,
6,2,4,,,4,,
6,2,,,,3,,
6,1,4,,,2,,
4,2,1,,,2,,3
3,2,1,,,3,,3
7,1,4,,,4,1,3
6,2,,,,4,,
6,1,4,,,4,,
4,2,1,,,3,4,3
3,1,1,,,3,,
1,2,5,,,3,,5
5,1,,,,3,,3
7,2,4,,,4,,
3,2,1,,,5,1,3
5,2,2,,,2,,
6,1,4,,,4,,3
5,1,,,,3,,
5,,,,,5,1,3
6,1,4,,,3,4,
3,1,1,,,3,1,
5,,2,,,2,,
7,2,4,,,4,,3
5,1,,,,5,,3
6,1,,,,1,,
4,2,1,,,4,,
3,1,1,,,5,,3
6,2,4,,,3,,
5,2,,,,2,,3
4,1,1,,,3,1,3
3,1,1,,,4,,
6,1,4,,,3,,3
5,2,,,,,,
5,1,,,,2,,1
6,1,4,,,3,,3
4,2,1,,,5,,3
3,1,1,,,2,,3
6,2,4,,,4,,5
5,1,,,,3,,3
5,1,,,,2,1,5
7,1,4,,,2,,5
4,1,1,,,5,,
4,2,1,,,2,,
7,2,4,,,3,4,3
5,2,,,,3,,
7,1,4,,,5,,5
4,2,1,,,4,,
4,1,1,,,4,,
7,2,4,,,4,,3
5,1,,,,3,,5
5,1,,,,4,,3
6,1,4,,,3,1,3
4,2,1,,,3,,
4,1,1,,,4,,
7,1,4,,,3,,1
5,1,,,,4,,3
7,1,4,,,2,,
4,2,1,,,3,2,1
4,1,1,,,3,,
6,1,4,,,,,
6,2,4,,,2,,
3,1,1,,,3,,3
4,2,1,,,2,,3
6,1,4,,,3,,3
6,1,4,,,2,,3
6,1,,,,4,,
3,2,1,,,4,4,3
6,1,4,,,3,4,1
6,1,4,,,2,,1
4,1,1,,,3,,
3,1,1,,,3,,
6,2,4,,,3,,3
6,2,,,,4,,3
5,1,4,,,3,,1
7,1,4,,,2,,3
4,2,1,,,2,,
3,1,1,,,3,,
7,1,4,,,3,,3
5,2,,,,3,,3
7,2,4,,,3,,
4,1,2,,,3,,
4,1,1,,,3,1,
6,1,4,,,3,,1
5,1,,,,4,,
5,1,,,,4,,
6,2,4,,,3,,
3,2,1,,,4,,1
4,2,1,,,3,,
6,1,4,,,3,,
3,2,1,,,4,,1
6,2,4,,,3,,1
3,2,1,,,4,,3
4,2,1,,,4,,
7,2,4,,,3,,3
6,1,4,,,3,,
6,2,4,,,3,,
3,2,1,,,3,,1
3,2,1,,,2,,1
3,1,1,,,3,,3
7,2,4,,,4,,
4,,1,,,2,2,5
6,1,4,,,2,,3
6,1,4,,,3,,
4,2,1,,,2,4,
3,1,1,,,1,,1
6,2,4,,,3,,
6,1,4,1.6,58.97,3,6,4
6,2,4,1.78,92.99,4,6,2
6,1,4,1.57,66.68,5,6,5
6,2,4,1.73,62.6,3,6,4
7,2,4,1.8,111.13,4,2,5
6,1,4,1.63,57.61,2,6,4
4,2,1,1.83,61.69,2,8,1
4,2,1,1.78,103.87,4,5,1
5,2,3,1.7,53.52,1,1,3
6,1,3,1.68,92.99,4,6,5
6,2,4,1.83,83.92,3,8,4
3,1,1,1.7,52.16,3,6,5
3,2,1,1.73,65.77,3,8,2
5,1,3,1.57,56.7,3,6,4
6,2,4,1.7,65.32,3,6,1
3,1,1,1.65,57.15,4,8,3
5,1,3,1.65,63.5,4,8,4
4,2,1,1.8,77.11,3,5,3
6,1,3,1.55,53.07,3,7,4
6,2,3,1.8,90.72,3,6,3
7,1,4,1.73,56.7,3,7,3
5,1,3,1.57,49.9,3,8,3
6,2,4,1.83,68.04,2,6,2
4,2,1,1.88,68.04,2,8,2
6,2,3,,,4,8,1
4,1,1,1.55,54.43,3,8,3
4,2,1,1.75,79.38,4,6,3
6,1,3,1.57,48.54,2,8,3
4,2,1,1.65,74.84,2,8,5
5,2,3,,,4,6,2
4,2,1,1.73,63.05,3,6,3
4,2,1,1.57,49.9,2,6,2
5,1,3,,,5,8,5
7,2,4,1.78,68.04,2,7,3
5,2,3,1.78,90.72,4,1,2
4,2,1,1.8,81.65,3,,
4,2,1,1.65,60.78,4,8,2
5,1,3,1.65,56.7,3,8,4
6,2,4,1.85,73.94,3,6,2
7,2,4,1.73,70.31,3,6,2
3,1,1,,,,8,2
6,1,4,1.68,70.31,4,7,3
4,1,2,1.7,52.16,3,6,2
3,2,1,1.78,54.43,2,6,2
5,2,3,1.83,68.04,3,7,3
4,1,1,1.57,44,3,,4
6,2,3,1.85,77.11,3,8,3
6,2,4,1.73,74.84,3,6,3
4,1,2,1.32,58.51,3,6,3
4,1,1,1.7,58.97,5,6,5
5,2,3,1.78,65.77,3,7,3
6,2,4,1.55,78.02,4,2,1
4,1,1,1.73,90.27,4,6,3
6,1,3,1.78,116.12,5,7,4
7,2,4,1.65,76.2,4,8,2
3,2,1,1.78,54.43,2,5,2
6,2,3,1.88,95.71,3,8,1
7,1,4,1.65,58.97,2,6,3
4,1,2,1.52,53.98,3,8,4
3,1,1,1.6,47.63,3,6,2
6,2,3,1.8,58.97,2,8,3
6,2,4,1.65,68.04,3,6,3
5,1,2,1.55,48.08,2,6,2
3,1,1,1.68,49.9,2,8,5
5,1,3,1.73,61.24,3,8,1
7,1,4,,,5,5,3
5,1,2,1.7,52.16,2,1,1
3,2,1,,,3,8,4
5,2,3,1.73,54.43,2,6,3
6,2,4,1.88,72.58,3,8,1
5,2,2,1.68,68.04,3,2,
3,2,1,1.7,79.38,4,8,1
5,2,3,1.68,60.78,4,6,2
3,1,1,,,4,8,3
6,2,3,1.78,94.8,4,6,4
6,2,4,1.73,77.11,3,5,3
4,2,2,1.73,89.81,4,8,1
4,2,1,1.83,99.79,4,8,2
5,2,3,,,2,5,3
6,1,4,1.7,108.86,5,6,4
5,2,2,1.75,63.5,3,8,3
3,2,1,1.7,68.04,4,8,1
6,1,4,1.55,51.26,2,8,1
4,2,2,1.73,61.24,,,1
3,2,1,1.7,56.7,2,1,5
6,2,3,,,4,6,3
6,1,4,1.63,63.5,3,6,5
4,1,2,,,3,8,5
3,2,1,1.5,39.01,2,8,2
5,1,3,,,,8,4
6,2,4,1.68,60.78,3,5,1
4,2,2,1.55,61.69,3,1,1
3,,1,,,2,8,5
5,1,3,1.57,63.5,4,6,4
6,2,4,1.6,49.9,2,6,1
4,1,2,1.7,68.04,4,6,4
3,1,1,1.52,43.09,3,8,2
5,1,3,1.6,70.31,4,8,3
7,2,4,1.78,79.38,3,6,2
4,1,2,,,3,6,1
3,2,1,1.7,63.5,3,6,2
7,2,4,1.9,83.92,3,6,4
4,2,2,1.68,54.43,3,7,1
3,2,1,1.75,55.34,3,6,1
3,1,1,1.6,56.7,3,8,5
7,1,4,1.65,81.65,4,6,2
5,1,2,1.5,48.08,3,6,3
4,1,1,1.63,64.86,3,8,3
7,2,4,1.93,102.06,2,7,1
5,2,2,1.68,141.52,4,8,3
4,1,1,1.7,54.43,3,7,4
6,2,4,1.83,69.85,2,6,4
5,1,2,1.6,68.04,4,8,5
3,2,1,1.75,72.58,3,6,1
6,2,4,,,4,6,2
4,2,2,1.65,55.79,3,6,2
3,2,1,1.8,80.74,4,8,4
3,2,1,1.65,58.97,3,6,3
7,2,4,1.75,76.66,3,,1
4,2,2,1.8,104.33,4,6,2
4,2,1,1.65,57.15,3,8,1
7,1,4,1.5,66.23,4,8,5
5,2,2,,,2,6,3
3,2,1,1.78,85.28,4,8,4
5,2,3,1.68,77.57,4,6,1
6,1,4,,,4,6,3
4,1,2,1.65,113.4,5,7,
3,2,1,1.68,52.16,3,8,1
6,1,4,1.78,61.24,3,6,4
3,1,1,1.7,68.04,3,8,4
6,2,3,1.73,79.38,,,
6,2,4,1.7,94.35,,,
4,1,2,,,4,2,1
5,2,3,1.75,102.06,4,6,3
,2,3,,,,8,2
6,2,4,1.78,58.97,3,6,1
7,2,4,1.65,81.65,5,6,3
5,2,3,1.73,136.08,5,7,5
5,1,3,1.52,47.17,2,1,1
5,1,3,1.55,52.16,3,4,2
6,2,4,1.75,84.37,4,5,2
7,2,4,1.73,49.9,1,6,2
5,2,3,1.7,65.77,3,6,1
6,2,4,,,4,8,1
6,1,4,1.57,46.27,1,8,5
6,2,4,1.78,79.38,4,1,3
6,2,4,1.75,63.5,,,
5,2,3,1.73,58.97,2,6,3
6,1,4,1.65,83.92,,4,3
7,1,4,,,2,5,1
6,1,3,1.55,55.79,3,2,4
6,1,4,1.52,44.91,2,8,2
5,2,3,1.8,54.43,3,5,2
5,2,3,1.78,77.11,3,1,1
5,1,3,1.65,71.22,4,6,3
5,2,3,1.65,49.9,2,6,1
5,2,3,1.78,83.92,3,8,5
5,2,3,1.73,74.84,4,6,2
6,2,4,1.68,83.01,5,8,3
7,1,4,1.57,54.43,3,1,2
6,1,3,1.6,58.97,3,6,1
6,1,4,1.57,58.97,3,6,4
5,2,3,1.75,65.77,3,6,4
5,2,3,1.8,81.65,4,6,3
5,1,3,1.6,55.79,3,8,3
6,2,4,1.73,68.04,3,1,
7,1,4,1.52,45.36,3,8,1
6,2,4,1.73,111.13,4,7,5
7,2,4,1.68,90.72,5,7,1
5,2,3,1.75,59.42,2,6,3
6,2,3,1.78,52.16,1,8,2
5,2,3,1.78,76.66,4,8,2
6,1,4,,,1,8,1
5,1,3,,,,8,
6,1,4,1.73,63.5,3,5,4
6,1,4,1.55,100.7,5,,
7,2,4,1.7,62.6,3,6,3
4,2,1,1.73,70.31,4,6,1
5,1,2,1.55,56.7,3,4,1
5,1,3,1.7,90.72,5,8,1
6,1,4,1.57,45.36,3,8,2
4,2,1,1.68,58.97,,,
4,1,2,1.5,43.09,3,6,3
5,2,3,1.78,81.65,4,8,3
6,2,4,1.8,61.24,3,6,2
3,2,1,1.8,78.02,3,6,3
5,2,2,1.8,63.5,3,6,1
5,2,3,1.7,84.82,4,6,3
6,1,4,1.6,56.7,3,5,3
3,2,1,1.78,56.7,2,8,2
4,2,2,1.83,122.47,4,5,1
5,1,3,1.75,56.7,2,1,3
7,2,4,1.88,84.82,4,8,3
4,1,1,1.65,54.43,3,7,4
6,1,3,1.57,63.5,4,8,4
6,1,4,,,5,8,5
3,2,1,1.65,65.77,4,8,1
4,1,2,1.63,90.72,5,8,5
5,1,3,,,4,5,3
6,1,4,1.52,63.5,5,4,4
4,2,1,,,3,6,4
4,1,2,1.63,69.4,3,6,1
6,2,3,1.68,54.43,3,5,1
6,1,4,,,,8,2
3,1,1,1.7,65.77,3,6,3
4,2,2,1.7,71.67,3,1,2
5,2,3,1.73,103.87,5,8,5
6,1,4,1.47,55.34,4,6,4
3,1,1,1.57,77.11,5,8,4
4,2,2,1.83,104.33,5,3,3
5,1,3,,,3,8,5
6,1,4,1.55,47.63,3,4,1
3,1,1,1.57,87.09,3,6,3
5,1,2,1.5,49.9,3,6,4
6,2,3,,,1,8,3
6,1,4,,,4,6,2
3,2,1,1.68,98.88,4,2,1
5,1,2,1.63,61.24,4,6,4
5,1,3,1.52,61.24,3,6,3
6,2,4,1.73,72.58,4,6,1
3,2,1,1.6,70.31,4,5,1
4,1,2,1.65,58.97,3,6,5
5,1,3,1.68,90.72,4,6,4
6,1,4,1.65,58.97,3,6,3
3,1,1,,,3,,
5,2,3,1.68,52.16,1,6,4
6,2,4,1.7,54.43,3,6,3
4,2,1,1.73,79.38,4,8,1
4,2,2,1.83,68.04,3,6,1
5,1,3,,,3,1,1
6,2,4,1.63,72.58,,,
7,2,5,1.85,76.2,,,
5,2,3,1.73,113.4,5,6,3
7,1,4,1.57,48.99,4,8,4
4,1,1,1.52,46.27,3,7,3
4,2,2,1.68,58.97,3,6,3
5,1,3,1.6,56.7,3,6,3
6,2,4,1.83,72.58,3,8,1
3,2,1,1.7,72.58,3,8,3
4,1,2,1.57,54.43,3,8,2
5,1,3,1.55,79.38,4,6,4
6,2,4,1.65,81.65,4,6,1
3,2,1,1.73,95.26,4,5,4
4,1,2,1.57,52.16,3,6,3
5,1,3,1.6,59.88,3,6,3
6,2,4,1.8,73.48,3,7,3
4,2,1,1.83,96.16,4,7,3
4,1,2,,,4,6,3
5,1,3,,,,4,3
6,2,4,1.68,54.43,2,7,5
4,1,2,,,5,8,4
4,2,2,1.8,84.82,3,8,1
5,2,3,1.73,62.14,3,6,4
3,1,1,1.65,49.9,2,7,4
5,2,2,1.75,81.65,5,6,2
5,1,3,1.6,68.04,5,8,3
4,1,1,1.6,56.7,3,8,1
4,1,2,,,4,8,3
5,1,3,,,,3,1
6,2,4,1.78,74.84,3,1,2
3,2,1,1.6,46.27,4,8,
4,1,2,1.5,44.45,2,6,
5,1,3,1.63,58.51,4,6,2
6,1,4,1.55,37.2,1,8,3
3,2,1,,,,8,1
4,2,2,1.83,71.67,3,8,1
5,1,3,1.6,56.25,4,8,3
6,2,4,1.75,136.08,5,6,4
4,2,1,1.73,75.75,3,3,1
5,2,2,1.65,58.97,3,6,1
5,2,3,1.68,108.86,5,5,2
6,2,4,1.83,136.08,5,6,3
4,1,1,,,3,4,3
6,2,,1.9,72.58,3,5,
5,1,3,1.68,61.24,3,6,4
6,2,4,1.78,62.6,3,8,3
4,1,1,1.6,56.7,3,6,3
4,2,2,1.78,68.04,3,3,3
5,1,3,,,4,8,3
7,1,4,1.52,44.45,2,8,3
3,2,1,1.78,58.97,3,8,4
4,2,2,1.8,81.65,3,8,2
6,1,3,1.5,80.29,5,8,4
7,1,4,1.57,52.16,3,4,1
3,1,1,1.65,72.58,4,8,1
5,2,2,1.75,72.58,3,6,3
5,2,3,1.8,102.06,4,5,1
6,2,4,1.7,65.77,4,6,4
3,2,1,1.73,88.45,4,8,2
4,1,2,1.52,51.71,3,5,2
5,1,3,1.5,72.58,4,6,2
7,2,4,1.63,49.9,1,1,4
4,1,2,1.5,45.36,2,7,3
4,1,1,1.68,67.59,3,8,4
3,,1,,,,1,
5,,2,,,3,,
5,,2,,,,,3
4,,2,,,2,,
5,1,2,,,,4,
4,1,1,,,,,3
4,1,1,,,,,3
4,1,1,,,3,,
3,1,1,,,4,1,
4,1,1,,,,,
3,1,1,,,,,1
3,1,1,,,,,5
3,2,1,,,3,,1
6,2,4,,,3,4,2
7,1,4,,,3,,3
6,1,4,,,4,,3
6,2,4,,,3,6,
6,2,4,,,2,6,3
7,1,4,,,2,6,3
7,1,4,1.68,72.58,4,6,4
3,2,1,1.73,61.24,4,6,2
6,1,3,1.57,56.7,4,6,4
4,1,2,1.63,62.6,3,8,4
3,1,1,1.57,58.51,3,6,2
3,2,1,1.73,55.79,3,6,4
4,1,2,1.63,54.89,2,8,5
6,2,4,1.78,95.26,5,6,4
6,1,4,1.73,51.26,3,7,2
3,1,1,1.52,63.5,4,6,3
5,2,3,1.63,65.32,4,5,3
4,1,2,1.6,51.26,3,8,3
4,1,1,1.63,44.45,2,8,3
4,2,1,1.9,106.6,3,5,2
4,2,2,1.78,58.97,3,5,2
6,2,4,1.75,92.99,5,7,4
6,1,4,1.63,56.7,4,6,3
3,2,1,1.8,62.6,3,8,1
5,2,3,1.78,85.73,5,6,5
4,2,2,1.68,45.36,1,7,2
4,2,1,1.8,95.26,4,5,2
4,1,1,1.55,48.99,3,8,4
5,2,2,1.78,58.97,2,8,3
6,1,4,,,3,4,2
7,2,4,1.78,61.24,3,6,2
2,2,1,1.68,79.38,4,6,3
5,1,3,1.52,81.65,4,6,3
4,2,2,1.73,127.01,5,7,5
4,1,1,,,3,8,2
4,2,1,1.68,52.16,2,6,3
5,1,2,1.57,58.97,4,4,5
6,1,4,1.63,54.43,4,6,2
6,1,4,1.68,63.5,3,7,3
3,2,1,1.78,108.86,5,8,3
5,2,2,1.8,69.4,3,6,3
4,1,1,1.73,106.6,4,6,5
5,2,2,1.7,54.43,2,4,3
6,1,4,1.8,56.7,3,7,3
6,1,4,1.68,49.9,2,7,1
4,1,1,,,4,6,2
5,1,2,1.68,47.63,3,6,4
3,1,1,1.6,75.75,4,6,3
4,2,1,1.83,72.58,3,8,2
4,2,2,1.73,63.5,3,1,3
6,2,4,1.68,79.38,3,6,4
6,1,4,1.7,61.24,3,4,2
4,2,1,1.88,63.5,1,8,4
5,1,3,1.63,54.43,3,6,3
5,2,2,1.78,65.32,4,1,4
3,2,1,1.68,63.5,3,1,2
4,1,1,1.55,43.09,2,8,4
5,1,2,1.68,72.58,4,6,3
6,1,4,1.57,89.81,5,6,3
6,2,4,1.8,81.19,4,7,5
4,2,1,1.6,81.65,4,7,1
5,1,3,1.65,78.02,5,7,4
5,2,2,1.85,87.54,4,6,2
3,1,1,,,4,6,2
4,1,1,,,4,8,3
4,1,2,1.6,49.44,3,6,3
6,2,4,1.88,67.13,3,8,1
6,2,4,1.85,65.77,2,1,2
4,2,1,1.7,72.58,3,6,2
5,2,3,1.83,63.5,2,8,2
4,1,2,,,3,8,4
4,2,2,1.68,58.97,2,4,2
7,2,4,1.8,70.31,,,
6,1,4,1.55,38.56,2,6,2
3,1,1,1.6,63.5,4,8,5
6,1,3,1.65,102.06,5,6,3
4,2,2,1.63,81.65,4,6,2
4,2,2,1.73,66.23,3,5,2
6,2,4,1.8,61.24,2,6,3
7,1,4,1.68,54.43,3,5,3
6,2,4,1.78,74.84,3,6,4
4,2,1,1.73,49.9,3,8,3
4,2,2,1.73,97.07,5,6,2
7,2,4,1.78,74.84,4,6,3
6,1,4,,,4,4,2
4,2,1,1.85,70.76,3,8,3
6,1,4,1.57,49.9,3,6,3
4,1,2,1.57,74.84,4,6,4
3,2,1,1.75,108.86,4,8,1
4,2,1,1.83,74.84,3,4,5
4,1,2,1.68,58.06,3,6,5
6,1,4,1.7,52.16,4,6,2
7,1,4,1.65,52.16,2,6,3
4,2,1,1.8,65.77,3,6,3
5,1,3,1.63,66.68,4,6,2
4,2,2,1.75,61.24,2,6,2
3,2,1,1.7,66.23,3,7,2
4,1,1,1.65,58.97,3,8,3
4,1,2,,,4,6,4
6,2,4,1.73,63.5,3,6,5
6,2,4,1.7,54.43,3,6,3
3,2,1,,,5,6,1
6,1,3,1.68,61.24,3,6,2
,1,2,,,3,6,
4,2,1,1.7,52.16,1,6,4
3,2,1,1.7,66.23,3,6,3
5,2,2,1.65,49.9,2,5,4
6,2,4,1.8,74.84,3,7,1
5,1,4,1.73,61.24,3,4,4
5,2,1,,,3,1,2
5,1,3,1.65,63.5,3,6,3
4,2,3,1.68,64.41,3,6,2
3,2,1,1.78,72.58,3,8,2
5,1,4,1.57,52.62,3,6,3
6,1,4,1.52,40.82,2,6,3
4,1,1,1.55,53.52,3,4,1
6,2,3,1.73,64.41,3,8,3
4,2,2,1.83,64.41,2,6,2
4,1,1,,,3,8,2
3,2,1,1.88,63.5,3,6,4
5,2,2,1.73,68.04,2,5,3
6,2,4,1.93,72.58,2,6,1
6,1,4,1.6,49.9,2,8,3
5,2,1,1.75,102.06,3,6,1
5,1,3,1.65,52.16,3,6,4
1,1,5,1.42,97.52,1,8,4
4,2,1,1.8,76.66,3,8,3
4,1,1,1.78,70.31,3,1,2
4,2,2,1.63,52.16,3,1,2
6,1,4,1.73,52.16,2,7,3
6,1,4,1.57,77.11,4,6,4
4,1,1,1.6,40.82,2,8,
5,2,3,1.88,70.31,3,5,2
4,,2,,,3,6,4
4,1,1,1.57,40.37,2,4,2
3,2,1,1.75,63.96,4,8,1
5,2,2,1.73,68.04,3,5,2
6,2,4,1.65,63.5,3,6,2
6,2,4,1.57,51.71,3,6,4
3,1,1,1.68,54.43,3,8,5
5,2,2,1.65,49.9,3,6,2
4,2,1,1.73,61.24,3,6,2
4,1,1,1.63,52.16,3,6,5
4,2,2,1.63,45.81,2,5,4
6,1,4,1.68,49.9,3,6,3
6,1,4,1.55,54.89,3,6,4
3,1,1,1.6,48.99,4,4,5
5,1,3,1.6,52.16,3,6,3
4,2,2,1.88,71.67,2,6,4
4,1,1,,,5,6,3
3,2,1,1.68,56.7,3,5,4
4,1,2,1.55,51.71,4,6,4
6,1,4,1.73,58.06,3,7,4
7,2,4,1.75,52.16,3,7,2
3,2,1,1.7,94.35,5,6,1
6,2,3,1.7,72.58,3,6,3
4,2,2,1.85,74.84,4,8,3
4,1,1,1.57,54.43,1,2,4
3,2,1,1.63,43.09,2,8,4
4,2,2,1.7,70.31,4,6,4
7,1,4,1.6,49.9,3,1,1
6,1,4,1.7,67.59,3,6,3
4,1,,,,4,6,4
5,1,3,1.73,49.9,2,8,5
5,2,2,1.83,72.58,3,7,4
3,1,1,1.65,54.43,4,8,3
3,2,1,1.68,67.59,4,8,4
6,1,4,1.57,47.63,2,8,4
6,2,4,1.8,74.84,3,6,2
3,1,1,1.68,65.77,3,7,3
5,1,3,1.65,45.36,3,6,3
4,1,2,1.73,54.43,3,6,3
4,1,1,1.5,95.26,5,8,3
4,2,2,1.88,94.8,4,6,2
4,2,1,1.73,54.89,2,6,1
4,1,1,1.52,63.5,5,8,3
6,2,4,1.7,62.6,3,6,3
7,1,4,1.65,53.07,3,7,2
4,1,1,1.57,47.63,3,8,2
4,2,1,1.73,60.78,3,5,3
3,2,1,1.85,108.86,3,7,1
4,2,1,1.78,83.92,3,8,1
3,1,1,1.6,71.67,4,8,3
4,1,,,,,2,
4,,,,,,,
5,,,,,,,
5,1,,,,,,3
5,1,,,,,,
4,,,,,,,
5,,,,,,,3
4,1,,,,,,
4,1,,,,,,3
5,1,,,,,,3
4,1,,,,,,3
5,,,,,,,
4,1,,,,,,
3,1,1,1.5,45.81,3,6,2
3,2,1,1.8,77.57,4,8,1
3,1,1,1.63,52.16,3,6,3
6,1,4,1.63,90.72,5,6,3
6,2,3,1.8,108.86,4,6,1
3,2,1,1.6,36.29,1,8,3
6,1,4,1.65,51.26,3,8,3
6,2,3,1.75,67.13,3,8,1
3,1,1,1.57,52.16,4,8,5
6,2,4,1.85,61.69,2,6,3
5,1,3,1.52,52.16,3,6,3
4,2,1,1.68,57.15,4,6,3
6,1,4,1.7,56.7,4,6,4
