q1,q2,q3,q6,q7,q66,q80,q84
5,2,2,1.78,63.5,3,,1
4,1,2,1.75,72.58,3,,3
4,1,2,1.68,78.02,5,,5
5,2,2,1.85,81.65,4,,4
4,1,1,1.55,43.09,3,,4
3,1,1,1.55,45.36,3,,3
3,1,1,1.6,47.17,3,,2
4,2,1,1.73,49.9,2,,2
3,2,1,1.68,53.52,3,,3
4,1,1,1.73,56.7,3,,3
3,1,1,1.75,58.97,3,,3
4,1,1,1.6,45.36,2,,3
3,2,1,1.7,50.35,2,,4
4,1,1,1.7,62.6,3,,4
4,,1,,,3,,1
3,2,1,1.73,68.95,4,,4
4,2,1,1.85,68.95,3,,2
6,1,4,,,3,,3
6,1,4,1.6,54.43,3,,2
6,2,4,1.85,86.18,4,,3
6,2,3,1.85,97.52,4,,2
5,2,3,1.88,124.74,5,,2
5,1,2,1.7,58.97,3,,4
4,2,2,1.78,60.33,3,,4
5,2,2,1.7,61.24,2,,3
5,2,2,1.8,63.5,3,,1
4,2,2,,,3,,3
4,1,2,1.65,74.84,3,,3
5,2,2,1.83,86.18,4,,2
5,2,2,1.78,108.86,4,,3
5,2,2,1.83,120.2,3,,5
6,1,2,,,3,,1
5,1,2,1.57,47.63,3,,4
4,2,2,1.75,52.16,2,,1
5,2,2,1.8,52.16,2,,1
5,1,2,,,3,,3
5,2,2,1.83,58.97,3,,4
5,1,2,1.68,65.77,4,,3
6,2,2,1.78,70.76,2,,3
5,2,2,1.78,104.33,4,,3
5,1,2,1.63,105.69,4,,4
5,2,2,1.9,110.68,5,,5
5,2,2,1.65,56.7,3,,1
5,1,2,1.65,58.06,3,,4
4,2,2,1.9,60.33,3,,1
5,1,2,1.63,70.31,3,,1
5,1,2,1.75,70.31,4,,4
5,1,2,1.75,71.22,3,,1
5,2,2,1.9,79.38,2,,3
6,1,3,1.57,51.26,3,,4
6,1,3,1.6,52.16,2,,1
6,1,3,1.52,58.97,4,,3
6,1,3,1.63,60.78,4,,3
6,2,3,1.65,63.5,3,,3
6,2,3,1.7,63.5,4,,4
6,1,3,1.75,70.76,3,,3
6,2,3,1.75,72.58,3,,3
6,2,3,1.78,77.11,3,,1
6,2,3,1.83,77.11,2,,2
5,2,3,1.93,90.72,4,,2
5,2,3,1.83,99.79,4,,4
3,2,1,,,5,,1
5,1,1,1.57,42.18,2,,4
4,1,1,1.55,50.35,3,,4
5,2,1,1.68,58.97,2,,2
4,1,1,1.75,65.77,4,,2
4,1,1,1.78,65.77,3,,2
5,2,1,1.5,70.31,2,,1
4,2,1,1.88,77.11,3,,2
4,1,1,1.78,81.65,4,,4
3,2,1,1.8,97.07,4,,4
5,2,2,1.85,74.84,3,5,3
5,2,2,1.75,80.29,,,
5,1,2,1.83,108.86,4,,1
5,2,2,1.73,61.24,2,4,1
7,1,4,1.6,47.63,2,8,4
7,2,4,1.78,72.58,4,1,3
5,2,3,1.63,48.99,1,8,3
7,2,4,1.75,78.02,3,6,1
6,1,3,1.65,47.63,2,7,2
7,1,4,1.7,46.72,2,8,5
6,2,4,1.78,72.58,3,5,4
6,2,4,1.78,90.72,5,8,3
6,2,4,1.78,120.2,5,4,4
6,2,4,1.7,52.16,1,6,2
6,1,4,1.68,68.04,1,3,1
5,2,3,1.68,77.11,2,1,1
5,1,3,1.55,48.54,2,3,1
5,1,3,1.68,57.61,1,1,1
6,2,4,1.68,59.88,1,2,1
6,1,3,1.57,47.63,1,1,1
5,1,3,1.6,48.99,1,3,1
6,1,3,,,1,1,1
6,2,4,1.88,70.31,1,2,1
6,2,4,1.7,70.31,1,1,1
7,2,4,1.8,72.58,1,2,1
5,2,3,1.7,54.43,1,1,1
6,1,3,1.5,52.16,1,4,1
6,1,3,1.52,41.73,1,1,1
6,2,3,1.78,88.45,1,1,1
6,2,3,1.83,77.57,2,4,1
6,2,3,1.83,65.77,1,2,1
6,2,3,1.68,64.86,1,2,1
5,2,3,1.52,58.97,1,1,2
5,1,3,1.6,45.36,1,1,1
5,1,3,1.7,68.04,1,1,1
6,1,3,1.65,54.43,1,1,1
6,2,3,1.83,70.31,3,2,1
6,2,3,1.8,63.5,2,2,1
7,1,4,1.63,86.18,1,3,2
6,2,3,1.68,63.5,1,2,1
6,1,3,1.57,55.34,1,3,1
6,2,3,1.85,86.18,1,1,1
5,1,3,1.65,61.24,3,3,1
5,1,3,1.6,49.9,1,3,1
6,2,3,1.63,56.7,3,2,1
5,1,3,1.63,53.52,1,1,1
6,1,3,1.6,95.26,1,1,1
6,2,3,1.78,113.4,2,1,1
5,1,3,1.57,66.68,1,1,4
3,1,1,1.6,48.08,1,1,1
6,1,4,1.63,58.97,2,4,3
5,2,2,1.65,56.7,1,2,1
6,1,2,,,1,1,1
7,2,4,1.83,68.04,1,2,1
6,1,3,1.7,63.05,1,1,1
4,1,1,,,1,1,2
5,1,2,1.63,47.63,1,3,1
6,,3,,,1,1,1
6,1,4,1.68,63.5,1,4,2
4,1,1,1.6,146.06,1,1,1
5,2,1,,,2,1,1
6,2,4,1.83,44.91,1,2,1
7,1,4,1.68,74.84,3,3,1
7,2,3,1.7,115.67,1,1,1
6,1,4,1.6,63.5,3,4,1
7,1,4,1.5,107.05,1,3,1
6,1,4,1.7,57.15,2,3,2
6,1,3,1.68,70.31,2,3,1
7,2,4,1.75,74.84,1,1,1
6,2,3,1.65,90.72,1,1,1
6,1,3,1.65,61.69,1,3,1
5,1,3,1.5,52.16,1,3,1
5,1,,1.55,50.8,1,2,1
7,2,4,1.85,72.58,1,2,1
6,1,4,1.68,67.59,3,3,1
6,1,3,1.52,57.61,1,1,1
7,2,4,1.65,83.01,1,2,1
6,1,3,1.68,95.26,1,1,1
6,2,4,1.75,62.6,1,2,1
6,2,4,1.78,65.77,1,1,1
4,1,2,1.55,63.05,1,1,1
6,1,4,1.63,72.58,1,1,1
5,2,1,1.68,58.97,1,2,1
3,1,1,1.65,50.35,2,3,1
4,1,1,1.63,53.98,1,3,1
3,1,1,1.65,78.02,1,1,1
4,2,1,1.78,59.88,1,1,1
3,1,1,1.65,58.97,1,1,1
3,2,1,1.68,49.9,1,1,1
3,1,1,1.5,61.24,1,3,1
3,2,1,1.85,89.81,1,1,1
4,2,1,1.68,62.14,1,1,1
4,2,1,1.93,74.84,1,1,1
4,1,1,,,1,4,1
4,1,1,1.65,64.86,1,1,1
4,1,1,,,1,3,1
4,2,1,1.7,57.15,1,1,1
3,2,1,1.7,86.18,1,1,1
3,2,1,1.8,61.24,1,1,1
4,1,1,1.57,70.76,1,1,1
5,2,1,1.8,60.33,1,1,1
4,2,1,1.73,64.86,1,2,1
4,1,1,1.7,94.8,1,1,1
3,2,1,1.65,58.97,2,2,1
4,1,1,,,1,1,5
4,2,2,1.85,76.2,1,2,1
5,2,2,1.75,81.19,1,2,1
4,1,1,1.78,54.43,2,1,1
4,1,1,1.57,46.27,1,1,1
4,1,1,1.6,52.16,1,1,3
6,2,3,1.6,48.54,1,1,2
4,2,1,1.78,72.58,1,1,1
3,2,1,1.7,52.16,1,2,1
4,1,1,1.75,68.04,1,1,1
5,1,1,,,,4,1
4,2,1,1.73,86.18,1,1,1
4,1,1,1.55,41.73,1,1,1
5,2,2,1.83,59.88,1,1,1
3,1,1,1.75,69.85,1,3,1
3,1,1,1.73,70.76,1,1,1
5,2,2,1.8,62.6,1,3,3
4,1,1,1.55,59.88,1,2,1
3,1,1,1.7,62.14,2,3,1
4,1,1,1.78,88.45,1,1,1
5,2,2,1.68,81.65,3,2,1
4,2,1,1.68,58.97,1,1,1
4,1,1,1.65,50.8,2,4,3
4,2,1,1.63,54.43,2,6,5
5,1,2,1.57,69.85,4,8,4
3,2,1,1.75,54.43,2,3,5
3,2,1,1.52,43.09,2,8,1
3,2,1,1.55,49.9,2,6,3
3,1,1,1.6,49.9,2,6,4
4,2,2,1.68,77.11,3,6,2
4,1,2,1.68,79.38,4,8,3
5,2,3,1.75,62.6,3,4,5
5,1,2,1.65,69.85,4,7,3
4,1,2,1.52,45.36,3,8,5
4,1,2,1.57,74.84,4,6,3
4,2,1,1.83,111.59,5,8,5
5,1,2,1.6,62.6,3,8,3
5,1,2,1.57,43.09,3,8,3
5,1,2,1.57,58.97,3,8,
4,2,1,1.78,63.5,4,8,4
4,1,2,1.63,72.58,4,6,3
4,2,2,1.75,58.97,3,2,2
5,2,2,1.8,63.5,2,4,1
4,1,2,1.68,100.25,5,8,5
6,1,3,1.6,56.7,3,8,5
4,1,2,1.65,61.24,4,8,5
4,1,1,1.5,56.7,4,8,5
4,1,2,,,4,7,4
7,1,4,1.55,79.38,4,6,4
7,1,4,1.63,113.4,4,8,5
6,1,4,1.78,79.38,3,2,2
6,1,4,1.7,60.78,3,6,3
5,1,2,1.6,49.9,,1,
5,2,2,,,,8,
5,2,3,1.75,58.97,,6,
6,2,3,1.8,65.77,,8,
6,2,4,1.7,53.52,,7,
5,2,2,1.78,70.31,,8,
5,1,3,1.73,61.69,,7,
5,1,4,1.8,104.33,,6,
6,2,3,1.75,77.11,,6,
4,2,2,1.7,95.26,,8,
6,1,4,1.68,99.34,,6,
4,2,2,,,,1,
7,1,4,1.63,48.99,,6,
5,1,2,1.6,62.14,,6,
7,2,4,,,,7,
3,2,1,,,,6,
5,1,2,1.6,51.26,,6,
6,2,3,1.88,127.01,,3,
7,1,4,1.63,68.04,,7,
6,2,4,1.83,70.31,,6,
7,2,4,1.9,74.84,,8,
6,2,4,1.7,58.97,,7,
7,1,4,1.63,65.77,,3,
7,2,4,1.7,86.64,,2,
6,1,4,,,,1,
5,2,2,1.75,91.17,,8,
4,2,2,,,,1,
4,1,2,1.63,71.67,,4,
4,1,2,1.52,55.79,,8,
4,2,2,1.68,83.92,,1,
4,1,2,1.57,81.65,,6,
4,2,2,1.83,78.02,,6,
5,1,2,1.7,58.97,,4,
5,1,2,1.6,57.15,,8,
5,2,2,1.83,53.07,,6,
5,2,2,,,,8,
6,2,2,,,,8,
5,1,2,,,,6,
4,2,2,1.85,54.89,,8,
5,1,2,1.73,72.58,,6,
6,1,3,1.57,51.71,,3,
6,2,3,1.75,79.38,,8,
6,1,3,1.57,49.9,,6,
6,2,3,1.9,72.58,,7,
6,2,3,1.85,74.84,,8,
5,1,3,1.55,45.36,,6,
5,1,3,1.57,65.77,,8,
6,2,3,2.01,112.04,,6,
5,1,3,1.7,64.86,,6,
6,2,3,1.8,73.94,,6,
6,2,3,1.8,60.78,,8,
6,2,3,1.7,65.77,,8,
6,1,3,1.63,65.77,,6,
6,2,3,1.85,65.77,,6,
6,2,3,1.78,68.95,,6,
6,2,3,1.7,62.6,,2,
6,2,3,1.85,102.06,,6,
5,1,3,1.63,74.84,,6,
5,2,2,1.78,142.88,,2,
4,2,2,1.75,72.58,,4,
4,2,2,1.8,63.5,,7,
5,2,2,1.8,66.23,,1,
5,1,2,1.65,57.61,,6,
4,2,2,1.83,63.5,,6,
5,2,2,1.9,91.17,,6,
5,2,2,1.9,102.06,,6,
5,1,2,1.73,63.5,,6,
4,2,2,1.78,62.6,,4,
4,1,2,1.55,65.77,,6,
4,2,2,1.9,90.72,,1,
4,1,2,1.57,49.9,,6,
5,1,2,1.55,43.09,,1,
6,1,3,1.7,54.43,,8,
5,2,3,1.7,58.97,,8,
6,1,3,1.57,55.79,,8,
6,1,3,1.65,48.99,,5,
5,1,3,,,,6,
6,1,3,1.68,63.5,,6,
5,1,3,,,,8,
6,1,3,,,,6,
6,2,3,,,,7,
6,1,3,1.57,57.15,,6,
5,2,3,1.78,80.74,,5,
6,1,3,1.57,58.97,,7,
5,2,3,1.75,60.78,,4,
6,2,3,1.83,63.5,,8,
6,2,3,1.85,113.4,,6,
5,2,3,1.88,81.65,,8,
6,2,3,,,,8,
6,2,3,1.78,68.04,,1,
5,1,3,1.57,79.38,,4,
4,2,3,1.73,156.95,,7,
5,2,2,,,,8,
5,1,1,,,,1,
6,2,3,1.75,102.06,,8,
6,1,4,1.63,68.04,,7,
5,1,3,1.6,61.24,,8,
6,1,4,,,,6,
6,1,4,1.6,53.07,,6,
7,1,4,1.75,63.5,,8,
5,1,3,,,,1,
6,1,3,1.55,61.24,,6,
6,1,4,1.63,86.18,,8,
4,1,2,,,,1,
6,1,4,1.73,63.5,,6,
4,2,2,1.85,61.24,,6,
6,1,4,1.65,77.11,,6,
6,1,4,1.63,52.16,,6,
6,2,4,1.8,97.52,,7,
7,1,4,1.57,52.62,,8,
5,2,3,1.8,61.24,,6,
6,2,3,1.83,91.63,,2,
7,2,4,1.88,97.52,,6,
7,1,4,1.7,61.24,,7,
7,2,4,1.88,76.66,,3,
5,2,3,1.9,63.5,,4,
6,1,3,,,,5,
3,1,1,1.6,44,,7,
4,2,2,1.7,104.33,,1,
6,2,4,1.65,49.9,,8,
6,2,4,1.75,74.84,,4,
6,1,3,,,,8,
6,2,4,1.73,64.41,,6,
4,2,2,1.73,68.04,,4,
4,1,2,1.65,64.41,,6,
6,2,4,,,,8,
6,1,3,1.55,55.34,,5,
7,1,4,1.57,68.04,,8,
5,1,3,1.7,61.24,,6,
6,1,3,,,,8,
7,1,4,1.57,54.43,,6,
7,2,4,1.65,58.97,,2,
5,1,3,1.78,56.7,,8,
4,2,2,1.75,77.11,,6,
5,2,3,1.78,133.81,,8,
6,1,3,1.6,56.25,,6,
6,2,4,1.75,99.79,,3,
6,1,4,,,,5,
4,1,2,1.52,44,,7,
7,2,4,1.88,72.58,,6,
6,1,4,1.65,63.5,,8,
6,2,4,1.8,63.5,,8,
5,1,3,1.65,70.31,,7,
6,1,3,1.68,68.04,,6,
4,1,2,1.65,56.25,,8,
6,2,4,1.7,81.65,,8,
7,2,4,1.85,88.45,,6,
4,1,1,1.68,59.88,,6,
7,2,4,1.78,62.14,,8,
6,1,3,1.5,77.11,,6,
4,1,2,1.73,61.24,,6,
7,2,4,1.83,73.94,,8,
6,2,4,1.73,127.01,,1,
4,2,2,1.7,54.43,,6,
4,2,1,1.7,70.31,,7,
6,2,3,1.68,56.7,,8,
5,1,3,1.7,56.7,,6,
4,2,2,1.85,68.04,,4,
5,1,3,1.55,46.27,,6,
6,2,3,1.8,131.54,,6,
5,1,3,1.65,54.43,,8,
5,2,3,1.83,117.94,,8,
4,1,1,1.75,52.16,,3,
5,2,2,1.73,52.16,,8,
7,2,4,1.83,104.33,,6,
4,1,2,1.65,68.04,,8,
6,2,4,1.75,86.18,,6,
5,1,3,1.63,47.63,,6,
3,2,1,1.75,86.18,,6,
6,2,3,1.88,77.11,,6,
7,1,4,1.73,63.5,,6,
4,1,1,1.55,48.99,,1,
7,2,4,1.8,72.12,,7,
5,1,3,1.52,77.11,,7,
6,2,3,1.83,77.11,,8,
7,1,4,1.52,70.31,,2,
5,2,3,1.6,59.88,,6,
4,1,2,1.57,49.9,,8,
6,1,4,1.65,56.7,,6,
6,2,4,1.75,83.92,,6,
6,1,4,1.6,55.79,,8,
6,2,4,1.78,63.5,,1,
6,1,4,1.63,77.11,,8,
7,1,4,1.63,56.7,,6,
6,2,3,1.83,81.65,,8,
5,2,3,1.68,105.69,,7,
6,1,4,1.73,70.31,,8,
4,1,2,1.63,43.55,,8,
5,1,2,1.65,90.72,,8,
5,1,2,1.57,49.9,,8,
5,1,3,1.6,68.04,,4,
7,2,4,1.88,74.84,,4,
6,2,2,1.68,62.6,,6,
5,2,3,1.83,64.41,,4,
6,2,3,1.65,89.81,,6,
6,2,4,,,,6,
7,1,4,1.65,61.24,,6,
4,2,1,1.78,63.5,,1,
4,2,2,1.7,65.77,,8,
4,2,1,1.55,54.43,,4,
5,1,2,1.65,68.04,,8,
7,1,4,1.65,54.43,,7,
3,2,1,,,,5,
7,1,4,1.65,61.24,,6,
5,2,3,1.88,88.45,,8,
4,2,2,1.78,63.5,,8,
6,2,4,1.85,131.09,,6,
5,2,2,1.78,79.38,,6,
5,2,2,1.85,81.65,,8,
4,1,2,1.73,56.7,,8,
4,2,2,1.7,63.5,,6,
5,1,2,1.57,66.23,,5,
6,2,4,1.78,83.92,,6,
6,2,4,1.65,54.43,,6,
5,2,2,1.8,136.08,,5,
7,1,4,1.65,58.06,,8,
6,1,3,1.65,72.58,,8,
4,1,2,1.6,49.9,,6,
5,1,3,1.7,62.6,,5,
5,2,2,1.83,98.43,,6,
3,2,1,1.7,65.77,,5,
7,2,4,1.88,86.18,,6,
6,2,4,,,,8,
7,2,4,1.8,106.6,,1,
3,1,1,1.55,47.63,,8,
6,1,3,,,,8,
5,2,3,1.63,63.5,,5,
3,2,1,,,,1,
6,1,3,1.52,40.82,,6,
6,2,3,,,,7,
5,2,3,1.78,56.7,,6,
5,2,3,1.65,79.38,,5,
4,2,2,,,,8,
7,1,4,1.57,46.27,,7,
7,1,4,1.73,61.24,,6,
4,2,2,1.88,75.75,,7,
7,2,4,1.78,77.11,,6,
5,1,3,1.63,54.43,,6,
5,2,3,1.88,77.11,,1,
4,2,1,1.85,81.65,,7,
7,2,4,1.78,104.33,,6,
5,1,3,1.57,49.9,,6,
5,1,2,1.57,63.5,,6,
7,2,4,1.83,72.58,,6,
6,2,3,1.78,67.13,,8,
4,2,1,1.68,57.61,,4,
7,1,4,,,,6,
7,1,4,1.6,58.06,,6,
4,1,2,1.63,52.16,,8,
6,2,4,1.73,67.59,,7,
4,2,2,1.73,72.58,,6,
7,1,4,1.75,61.24,,8,
5,2,2,1.6,44.91,,8,
4,2,1,1.73,72.58,,8,
6,1,3,1.57,47.63,,6,
5,2,3,1.65,81.65,,6,
6,2,4,1.8,72.58,,6,
6,1,3,1.6,55.79,,8,
4,2,1,1.73,54.43,,6,
4,1,1,1.75,54.43,,7,
6,1,3,1.63,61.24,,8,
6,1,4,,,,8,
1,,4,,,,3,
4,2,1,1.85,78.47,,8,
5,2,2,1.7,63.5,,5,
4,2,1,1.68,88.45,,4,
4,1,2,1.73,48.99,,6,
5,1,3,1.6,47.63,,6,
5,1,3,,,,6,
4,2,2,1.75,61.24,,7,
7,2,4,1.78,65.77,,8,
5,2,3,,,,4,
4,1,1,1.52,45.36,,6,
5,1,2,1.73,58.97,,8,
6,1,4,1.6,74.84,,6,
5,1,3,1.75,77.11,,6,
4,1,2,1.6,49.9,,6,
6,2,4,1.78,90.72,,6,
6,1,4,,,,8,
5,2,3,1.9,77.11,,8,
6,2,4,,,,6,
6,2,3,1.73,61.24,,5,
5,1,3,1.68,66.68,,6,
6,1,3,1.55,56.7,,4,
6,2,3,1.78,90.72,,6,
6,1,3,,,,1,
6,2,4,1.68,61.24,,5,
5,2,3,1.57,46.27,,8,
6,1,4,,,,8,
4,1,2,,,,8,
6,2,3,1.65,78.02,,4,
3,1,1,1.6,54.43,,8,
5,2,3,1.78,81.65,,5,
3,2,1,1.65,54.43,,3,
6,1,4,1.57,63.5,,6,
6,2,4,1.83,77.11,,8,
6,2,4,1.65,117.94,,6,
3,1,1,1.6,44.91,,8,
6,1,4,1.68,56.7,,8,
6,2,4,1.7,69.4,,8,
6,1,4,1.65,49.9,,6,
6,1,4,1.57,56.7,,4,
4,2,2,1.83,72.58,,6,
5,2,2,1.7,90.72,,7,
6,2,4,1.8,90.72,,6,
4,1,2,1.6,63.5,,6,
5,2,2,,,,2,
5,1,2,1.73,61.24,,6,
6,2,3,1.85,66.68,,8,
5,2,3,,,,6,
3,1,1,1.52,44,,6,
7,1,4,,,,8,
5,2,3,1.73,101.61,,6,
6,1,4,1.68,58.97,,7,
5,1,3,1.63,54.43,,6,
3,2,1,1.68,77.11,,8,
5,1,3,1.65,72.58,,8,
5,2,3,1.63,55.79,,8,
7,2,4,,,,7,
7,2,4,1.8,86.18,,8,
5,1,2,,,,6,
4,2,2,1.75,61.24,,7,
5,1,2,1.6,52.16,,6,
6,1,3,1.55,52.16,,8,
4,2,2,1.78,108.86,,8,
7,2,4,1.85,86.18,,6,
3,1,1,1.6,54.43,,7,
5,2,3,1.73,55.34,,5,
7,1,4,1.63,49.9,,7,
4,2,1,1.8,70.31,,1,
4,1,2,1.57,67.59,,7,
6,1,4,1.7,64.41,,8,
5,2,3,1.75,83.92,,2,
3,1,1,1.6,51.26,,6,
4,1,2,1.68,63.05,,7,
7,1,4,1.57,54.43,,8,
7,1,4,1.65,70.31,,8,
5,1,2,1.68,57.15,,6,
4,1,2,1.6,54.43,,6,
5,1,3,,,,,
5,1,3,1.63,61.24,,6,
5,2,3,1.68,81.65,,4,
6,2,3,1.7,52.16,,6,
4,2,2,1.68,68.04,,7,
5,2,2,1.65,70.31,,6,
5,1,3,1.63,52.16,,6,
3,1,1,1.63,81.65,,6,
5,1,2,,,,8,
7,2,4,1.73,72.58,,5,
1,2,4,,,,8,
6,2,3,1.83,65.77,,6,
6,2,3,1.88,97.52,,6,
3,2,1,1.6,49.9,,5,
3,2,1,1.6,47.63,,8,
6,2,4,1.85,74.84,,6,
4,1,1,1.65,49.9,,6,
5,1,3,1.57,49.9,,8,
6,2,4,1.63,55.34,,7,
3,2,1,1.65,49.9,,8,
6,2,3,1.65,91.63,,8,
5,1,3,1.55,80.29,,6,
6,1,4,1.65,60.78,,8,
3,1,1,1.6,49.9,,6,
6,1,3,1.6,56.7,,7,
4,2,1,1.7,55.34,,6,
6,2,3,1.78,90.72,,8,
3,1,1,,,,5,
7,1,4,1.65,56.7,,8,
5,2,2,1.73,66.68,,6,
3,1,1,1.52,49.9,,8,
4,2,2,1.68,44.45,,6,
7,1,4,1.63,55.79,,6,
4,1,2,1.5,50.8,,7,
5,2,3,1.6,79.83,,6,
4,2,2,1.9,74.84,,6,
3,1,1,1.57,58.97,,6,
4,2,2,,,,8,
6,2,4,1.75,58.97,,4,
4,1,2,1.73,65.77,,8,
5,1,3,,,,6,
4,2,2,1.83,61.24,,8,
6,1,4,1.57,72.58,,5,
5,1,2,1.63,58.97,,6,
4,1,2,1.68,77.11,,6,
5,1,2,1.7,121.56,,7,
5,2,3,1.88,77.11,,7,
4,2,1,1.7,53.98,,7,
6,2,3,1.63,56.7,,8,
6,1,4,1.57,77.11,,6,
6,1,3,,,,6,
4,2,2,1.88,97.98,,8,
5,1,3,1.6,58.51,,8,
7,1,4,1.65,54.43,,5,
6,2,3,1.8,97.52,,8,
6,1,4,1.7,65.77,,6,
4,1,2,1.57,67.13,,4,
3,2,1,1.96,77.11,,5,
5,2,2,1.68,63.5,,8,
4,2,1,1.78,63.5,,4,
6,1,3,1.63,58.97,,6,
6,1,3,1.68,54.43,,6,
4,1,2,1.6,79.38,,8,
6,2,4,1.88,87.09,,6,
3,2,1,1.75,71.67,,1,
5,1,3,1.57,54.43,,8,
5,2,2,1.93,74.84,,6,
4,1,2,1.65,48.08,,8,
5,1,2,1.65,61.24,,5,
6,2,4,1.8,76.2,,6,
4,1,2,1.68,72.58,,8,
5,2,3,1.7,122.47,,8,
6,1,4,1.63,77.11,,6,
4,2,1,1.88,108.86,,6,
7,1,4,1.68,77.11,,8,
6,1,3,1.57,49.9,,7,
5,1,2,1.7,54.43,,5,
6,2,4,1.83,72.58,,3,
3,1,1,1.73,70.31,,8,
5,1,2,1.65,88,,8,
5,1,2,,,,6,
7,1,4,,,,8,
6,2,4,1.93,88.45,,8,
4,2,1,1.75,63.5,,7,
6,1,3,1.47,47.63,,7,
5,1,2,1.68,58.97,,8,
7,2,4,1.83,72.58,,7,
6,1,4,1.7,62.6,,6,
5,1,2,1.75,55.34,,5,
5,2,3,,,,6,
5,1,3,1.63,52.62,,6,
4,1,1,1.63,52.16,,8,
5,2,3,1.7,79.38,,6,
3,1,1,1.73,83.92,,8,
6,2,3,1.68,49.9,,8,
3,2,1,1.83,83.92,,8,
5,2,2,1.8,74.84,,5,
6,1,3,1.57,68.04,,8,
6,2,3,1.73,61.69,,8,
5,1,3,1.57,88.91,,8,
6,2,3,1.78,63.5,,4,
7,2,4,1.88,72.58,,8,
4,1,2,1.63,68.04,,8,
4,1,2,,,,8,
3,1,1,1.8,84.82,,6,
4,,2,,,,8,
4,1,2,1.75,56.7,,8,
5,1,3,1.68,61.24,,6,
3,1,1,1.47,56.25,,6,
4,1,2,1.68,65.77,,8,
4,2,2,1.6,51.71,,6,
5,1,2,1.73,136.08,,6,
7,1,4,1.68,117.94,,8,
6,2,3,1.83,72.58,,7,
5,2,2,1.85,112.95,,5,
4,1,2,1.57,43.09,,6,
6,1,4,1.75,58.97,,8,
4,2,1,1.78,81.65,,6,
5,1,3,1.6,49.9,,6,
4,2,1,1.7,70.76,,6,
6,2,3,1.75,94.8,,6,
5,1,2,,,,8,
5,2,3,1.75,75.3,,8,
5,2,3,1.83,63.5,,4,
4,2,1,1.78,89.36,,8,
3,2,1,1.68,65.77,,6,
6,1,4,1.63,58.97,,4,
4,1,2,1.6,57.61,,8,
4,2,2,1.63,54.43,,1,
4,1,1,1.65,67.13,,7,
6,1,4,1.75,86.18,,8,
5,2,2,1.75,63.5,,8,
5,1,3,1.65,55.34,,6,
6,1,4,1.57,54.43,,8,
5,1,2,1.75,65.77,,8,
1,2,5,,,,1,
5,2,3,1.8,58.97,,1,
5,1,2,1.68,59.42,,8,
5,1,2,1.57,61.24,,8,
5,1,2,1.63,52.16,,8,
7,1,4,1.68,65.77,,8,
7,2,4,1.8,79.38,,5,
4,1,2,1.6,56.7,,6,
6,2,4,1.75,56.25,,7,
5,2,3,1.73,49.9,,8,
6,2,4,1.83,74.84,,8,
5,1,2,1.65,56.7,,8,
4,1,2,1.57,52.16,,8,
4,2,2,1.75,58.97,,6,
3,2,1,1.63,61.24,,6,
4,2,3,,,,6,
6,2,3,1.8,85.73,,1,
4,2,1,1.83,70.76,,6,
6,2,3,1.63,68.04,,4,
4,1,1,1.68,54.43,,8,
5,2,2,1.88,95.26,,6,
4,2,1,1.7,66.68,,6,
5,1,2,1.57,52.16,,7,
4,2,2,1.83,83.92,,8,
7,2,4,1.75,58.97,,6,
6,1,4,1.6,67.13,,8,
4,2,2,,,,6,
3,2,1,1.88,80.74,,7,
5,2,3,1.83,65.77,,8,
3,2,1,1.73,55.79,,6,
4,2,1,1.68,75.75,,6,
3,2,1,1.75,57.61,,7,
6,1,3,1.6,58.97,,6,
4,2,2,1.78,120.2,,7,
5,1,3,1.63,62.6,,6,
6,2,4,1.78,68.04,,6,
3,2,1,1.73,53.98,,5,
6,2,3,1.73,61.24,,1,
6,2,3,1.78,63.5,,6,
4,2,1,1.68,59.88,,7,
6,1,4,1.63,60.33,,6,
4,1,2,,,,6,
5,1,2,1.63,56.25,,6,
4,2,1,1.7,92.99,,6,
5,1,3,1.78,76.2,,8,
5,1,3,1.57,61.24,,6,
5,2,3,1.78,65.77,,7,
3,1,1,1.55,47.17,,4,
7,1,4,1.55,58.97,,8,
4,2,2,1.73,63.5,,6,
6,,3,,,,6,
3,1,1,1.63,45.36,,6,
5,2,3,1.75,63.5,,6,
3,2,1,1.63,40.82,,2,
6,2,3,,,,1,
5,2,2,1.65,81.65,,8,
5,1,3,1.7,56.7,,8,
4,1,1,1.57,55.79,,6,
3,1,1,1.57,54.43,,5,
4,2,1,1.7,66.23,,7,
4,2,1,1.63,63.5,,6,
4,2,2,1.8,133.81,,8,
6,1,3,1.52,45.36,,6,
5,2,2,1.68,56.7,,6,
5,1,3,1.6,52.16,,8,
3,2,1,1.6,50.8,,7,
7,1,4,1.65,54.43,,8,
5,2,3,1.75,84.82,,6,
7,1,4,1.6,77.11,,8,
3,2,1,1.63,63.5,,8,
7,1,4,,,,6,
3,,1,,,,5,
3,2,1,1.6,48.54,,6,
4,1,2,1.57,46.72,,6,
4,2,2,1.68,58.97,,7,
5,2,2,1.8,68.04,,6,
5,2,3,1.88,104.33,,7,
5,1,2,1.68,68.04,,8,
3,2,1,,,,1,
4,1,1,1.57,56.7,,7,
6,2,4,1.65,90.72,,6,
6,1,3,1.73,56.7,,6,
5,2,3,1.85,77.11,,7,
